Phenylbutazone	Phenylbutazone
1-Phenethyl-4-(N-phenylpropionamido)piperidine1-Phenethyl-4-N-propionylanilinopiperidineFentanil FentanilaFentaniloFentanylFentanylFentanylumN-(1-Phenethyl-4-piperidinyl)-N-phenylpropionamideN-(1-Phenethyl-4-piperidyl)propionanilideN-(1-Phenethyl-piperidin-4-yl)-N-phenyl-propionamideN-(1-Phenethylpiperidin-4-yl)-N-phenylpropionamideN-Phenethyl-4-(N-propionylanilino)piperidineN-Phenyl-N-(1-(2-phenylethyl)-4-piperidinyl)propanamidePhentanyl	Fentanyl
Fentanyl	Fentanyl
MeloxicamMéloxicamMeloxicamMeloxicamumMobicUNII-vg2qf83cgl	Meloxicam
Meloxicam	Meloxicam
Laurylsiran sodnyNaDSNatrium laurylsulfuricumSDSSLSSodium dodecyl sulfateSodium dodecyl sulphateSodium dodecylsulfateSodium laurilsulfateSodium lauryl sulfateSodium lauryl sulphate	Sodium lauryl sulfate
Sodium lauryl sulfate	Sodium lauryl sulfate
MetaproterenolOrciprenalinaOrciprenalineOrciprenalinum	Orciprenaline
Orciprenaline	Orciprenaline
AcrosoxacinROSRosoxacinRosoxacineRosoxacinoRosoxacinumRoxadyl	Rosoxacin
Rosoxacin	Rosoxacin
2,6-Bis(1-methylethyl)phenol2,6-DiisopropylphenolDiprivanDisoprivanDisoprofolPropofolPropofolPropofolPropofolumRapinovet	Propofol
Propofol	Propofol
2-acetylamino-1,3,4-Thiadiazole-5-sulfonamide5-ACETAMIDO-1,3,4-thiadiazole-2-sulfonamide5-acetylamino-1,3,4-Thiadiazole-2-sulfonamideAcetazolamidAcetazolamida AcétazolamideAcetazolamidumDefiltranDiacarbDiamoxDiluranGlaupaxN-[5-(Aminosulfonyl)-1,3,4-thiadiazol-2-yl]acetamideN-[5-(Aminosulfonyl)-1,3,5-thiadiazol-2-yl]acetamide	Acetazolamide
Acetazolamide	Acetazolamide
(6R-trans)-6-(1,3-Benzodioxol-5-yl)-2,3,6,7,12,12a-hexahydro-2-methyl-pyrazino(1',2':1,6)pyrido(3,4-b)indole-1,4-dione(6R,12AR)-2,3,6,7,12,12a-hexahydro-2-methyl-6-(3,4-(methylenedioxy)phenyl) pyrazino(1',2':1,6)pyrido(3,4-b)indole-1,4-dione6-BENZO[1,3]dioxol-5-yl-2-methyl-2,3,6,7,12,12a-hexahydro-pyrazino[1',2':1,6]pyrido[3,4-b]indole-1,4-dioneAdcircaCialisICOS 351Tadanafil	Tadalafil
Tadalafil	Tadalafil
(+-)-6-chloro-alpha-Methylcarbazole-2-acetic acid(+/-)-2-(3-chloro-9H-carbazol-7-yl)propanoic acid2-(6-Chloro-9H-carbazol-2-yl)-propionic acid6-chloro-alpha-Methyl-9H-carbazole-2-acetic acidCarprofenCarprofèneCarprofenoCarprofenum	Carprofen
Carprofen	Carprofen
1,1'-dithiobis(N,N-diethylthioformamide)Antabuse (tn)Bis(diethylthiocarbamoyl) disulfideDisulfiramN,N,N',N'-tetraethylthiuram disulfideTetraethylthioperoxydicarbonic DiamideTetraethylthiuram DisulfideTetraethylthiuram Disulphide	Disulfiram
Disulfiram	Disulfiram
17alpha-Ethynyl-19-norandrost-4-ene-3beta,17-beta-diol diacetate17alpha-Ethynyl-3,17-dihydroxy-4-estrene diacetate17alpha-Ethynyl-4-estrene-3beta,17beta-diol diacetate17alpha-Ethynylestr-4-ene-3beta,17beta-diol acetate19-Nor-17alpha-pregn-4-en-20-yne-3beta,17-diol diacetate3beta, 17beta-Diacetoxy-17alpha-ethynyl-4-oestrene3beta,17beta-Diacetoxy-19-nor-17alpha-pregn-4-en-20-yneEthynodiol diacetateEtinodiolÉtynodiol EtynodiolEtynodiolum	Ethynodiol
Ethynodiol	Ethynodiol
3-n-Propylxanthine3-Propyl-3,7-dihydro-purine-2,6-dione3-Propylxanthine3,7-dihydro-3-Propyl-1H-purine-2,6-dioneEnprofilinaEnprofyllineEnprofyllinum	Enprofylline
Enprofylline	Enprofylline
(-)-(1R,3R,4S)-Menthol(-)-menthol(1alpha,2beta,5alpha)-5-Methyl-2(1-methylethyl)cyclohexanol(1R-(1-alpha,2-beta,5-alpha))-5-Methyl-2-(1-methylethyl)cyclohexanol(1R,3R,4S)-(-)-Menthol(r)-(-)-mentholL-(-)-mentholL-mentholLevomentholLevomentholumLevomentol	Menthol
Menthol	Menthol
NatacynNatamicinaNatamycinNatamycineNatamycinumPimaricinPMR	Natamycin
Natamycin	Natamycin
1-Ethyl-6,7-methylenedioxy-4(1H)-oxocinnoline-3-carboxylic acid5-Ethyl-8-oxo-5,8-dihydro-1,3-dioxa-5,6-diaza-cyclopenta[b]naphthalene-7-carboxylic acidCinoxacinCinoxacineCinoxacinoCinoxacinum	Cinoxacin
Cinoxacin	Cinoxacin
(-)-(1R,2S)-(1,2-Epoxypropyl)phosphonic acid(1R,2S)-Epoxypropylphosphonic acid(2R-cis)-(3-Methyloxiranyl)phosphonic acid1R-cis-(1,2-Epoxypropyl)phosphonic acidcis-(1R,2S)-Epoxypropylphosphonic acidFCMFosfocinaFosfomicinaFOSFOMYCINFosfomycineFosfomycinumL-cis-1,2-Epoxypropylphosphonic acidPhosphomycinPhosphonemycinPhosphonomycin	Fosfomycin
Fosfomycin	Fosfomycin
7-chloro-1,3-dihydro-1-methyl-5-phenyl-2H-1,4-benzodiazepin-2-oneDiazepamMethyl diazepinoneValium	Diazepam
Diazepam	Diazepam
2-Phenyl-3-methylmorpholineFenmetrazinFenmetrazinaPhenmetrazinPhenmetrazinum	Phenmetrazine
Phenmetrazine	Phenmetrazine
10-[3-(4-Methyl-1-piperazinyl)propyl]-2-(trifluoromethyl)-10H-phenothiazine10-[3-(4-METHYL-piperazin-1-yl)-propyl]-2-trifluoromethyl-10H-phenothiazineTrifluoperazinaTrifluoperazineTrifluoperazinumTrifluoromethyl-10-(3'-(1-methyl-4-piperazinyl)propyl)phenothiazineTrifluoroperazineTrifluperazine	Trifluoperazine
Trifluoperazine	Trifluoperazine
FensuccimideFensuximidaMilontinPhensuximidePhensuximidum	Phensuximide
Phensuximide	Phensuximide
3-Chloro-7-D-(2-phenylglycinamido)-3-cephem-4-carboxylic acidCCLCefaclorCefaclorCefaclorCefaclor anhydrousCefacloro CefaclorumCéfeaclor Cephaclor	Cefaclor
Cefaclor	Cefaclor
11-(4-DIMETHYLAMINO-phenyl)-17-hydroxy-13-methyl-17-prop-1-ynyl-1,2,6,7,8,11,12,13,14,15,16,17-dodec ahydro-cyclopenta[a]phenanthren-3-oneCorluxMifegyneMifeprexMifepristonMifepristonaMifépristoneMifepristonumRU-486RU486	Mifepristone
Mifepristone	Mifepristone
[3-(4-Bromo-phenyl)-3-pyridin-2-yl-propyl]-dimethyl-amine1-(P-Bromophenyl)-1-(2-pyridyl)-3-dimethylaminopropane2-(P-Bromo-alpha-(2-dimethylaminoethyl)benzyl)pyridine3-(4-Bromophenyl)-N,N-dimethyl-3-(2-pyridinyl)-1-propanamine3-(P-Bromophenyl)-3-(2-pyridyl)-N,N-dimethylpropylamineBPNBromfeniraminaBrompheniraminBromphéniramineBrompheniraminum	Brompheniramine
Brompheniramine	Brompheniramine
LoperamidLoperamidaLopéramideLoperamidum	Loperamide
Loperamide	Loperamide
HalogabideProgabidaProgabideProgabidum	Progabide
Progabide	Progabide
9-chloro-6alpha-Fluoro-11beta,21-dihydroxy-16alpha-methyl-1,4-pregnadien-3,20-dione9-chloro-6alpha-Fluoro-16alpha-methyl-1,4-pregnadiene-11beta,21-diol-3,20-dioneClocortolonClocortolonaClocortoloneClocortolonum	Clocortolone
Clocortolone	Clocortolone
1-(hexahydro-1-Azepinyl)-3-P-tolylsulfonylurea1-(hexahydro-1H-Azepin-1-yl)-3-(P-tolylsulfonyl)urea4-(P-Tolylsulfonyl)-1,1-hexamethylenesemicarbazideBRN 1323565CCRIS 591DiabewasEINECS 214-588-3N-(P-Toluenesulfonyl)-n'-hexamethyleniminoureaN-{[(hexahydro-1H-azepin-1-yl)-amino]carbonyl}-4-methylbenzenesulfonamideNorglycinTolazamidTolazamidaTolazamideTolazamidumTolinaseU 17835U-17835	Tolazamide
Tolazamide	Tolazamide
HiprolosaHydroxypropyl celluloseHydroxypropylcelluloseHydroxypropylmethylcellulose phthalateHyproloseHyprolosumHypromellose phthtalate	Hydroxypropyl cellulose
Hydroxypropyl cellulose	Hydroxypropyl cellulose
(+-)-4-(2-((3-(P-Hydroxyphenyl)-1-methylpropyl)amino)ethyl)pyrocatechol3,4-Dihydroxy-N-[3-(4-hydroxyphenyl)-1-methylpropyl]-beta-phenylethylamine4-{2-[3-(4-hydroxy-phenyl)-1-methyl-propylamino]-ethyl}-benzene-1,2-diolDL-DobutamineDobutaminDobutaminaDobutamineDobutaminumrac-DobutamineRacemic-dobutamine	Dobutamine
Dobutamine	Dobutamine
(+-)-Oxazepam(RS)-OxazepamOxazepamSeraxTazepam	Oxazepam
Oxazepam	Oxazepam
DomepezilDonepezilDonepezilDonepeziloDonepezilum	Donepezil
Donepezil	Donepezil
N-Cyclobutylmethyl-4,5alpha-epoxy-3,6alpha,14-morphinantriolNalbufinaNalbuphinNalbuphineNalbuphinum	Nalbuphine
Nalbuphine	Nalbuphine
ClofaziminClofaziminaClofazimineClofaziminumLampreneRiminophenazine	Clofazimine
Clofazimine	Clofazimine
CordranFludrossicortideFludroxicortidaFludroxicortideFludroxycortidFludroxycortideFludroxycortidumFlurandrenolideFlurandrenolone	Flurandrenolide
Flurandrenolide	Flurandrenolide
2-Amino-1-ethanethiol2-AMINO-ethanethiol2-Aminoethanethiolbeta-Aminoethanethiolbeta-Aminoethylthiolbeta-MEAbeta-MercaptoethylamineCysteamineMEAMercaptaminaMercaptamineMercaptaminumThioethanolamineβ-aminoethylthiolβ-MEA	Cysteamine
Cysteamine	Cysteamine
LevamisolLevamisolum	Levamisole
Levamisole	Levamisole
1-Methylphenobarbital5-Ethyl-1-methyl-5-phenyl-2,4,6(1H,3H,5H)-pyrimidinetrione5-Ethyl-1-methyl-5-phenyl-pyrimidine-2,4,6-trione5-Ethyl-1-methyl-5-phenylbarbituric acidEnphenemalMebaralMephobarbitalMephobarbitoneMéthylphénobarbitalMethylphenobarbitalMethylphenobarbitalumMethylphenobarbitoneMetilfenobarbitalMetilfenobarbitaleN-Methylphenobarbital	Methylphenobarbital
Methylphenobarbital	Methylphenobarbital
2-(4-[3-(2-chloro-10H-Phenothiazin-10-yl)propyl]-1-piperazinyl)ethanol2-chloro-10-(3-(4-(2-Hydroxyethyl)piperazin-1-yl)propyl)phenothiazine4-[3-(2-chloro-10H-Phenothiazin-10-yl)propyl]-1-piperazineethanol4-[3-(2-Chlorophenothiazin-10-yl)propyl]-1-piperazineethanolChlorpiprazineEtaperazinEtaperazineEthaperazinegamma-(4-(beta-Hydroxyethyl)piperazin-1-yl)propyl-2-chlorophenothiazinePerfenazinaPerfenazinePerphenazinPerphénazinePerphenazinumTrilafon	Perphenazine
Perphenazine	Perphenazine
4-(3,3-Dimethyl-1-triazeno)imidazole-5-carboxamide4-(5)-(3,3-Dimethyl-1-triazeno)imidazole-5(4)-carboxamide4-(Dimethyltriazeno)imidazole-5-carboxamide5-(3,3-Dimethyl-1-triazeno)imidazole-4-carboxamide5-(3,3-Dimethyltriazeno)imidazole-4-carboxamide5-(Dimethyltriazeno)imidazole-4-carboxamideBiocarbazineDacarbazinDacarbazinaDacarbazineDacarbazinumDICDTCIDtic-dome (tn)DTIEHSDB 3219ICDMTImidazole CarboxamideImidazole-4-carboxamide, 5-(3,3-dimethyl-1-triazeno)-NCI-C04717NSC 45388NSC-45388	Dacarbazine
Dacarbazine	Dacarbazine
(+)-(1S,2S)-Pseudoephedrine(+)-Pseudoephedrine(+)-Psi-ephedrine(+)-threo-EphedrineD-IsoephedrineD-PseudoephedrineD-Psi-2-methylamino-1-phenyl-1-propanolD-Psi-ephedrineIsoephedrineL-(+)-PseudoephedrineL(+)-Psi-ephedrinePseudoefedrinaPseudoephedrinePseudoephedrinumPsi-ephedrinPsi-ephedrinetrans-Ephedrine	Pseudoephedrine
Pseudoephedrine	Pseudoephedrine
3-Methyl-4-oxo-3,4-dihydroimidazo(5,1-D)(1,2,3,5)tetrazine-8-carboxamide3,4-dihydro-3-Methyl-4-oxoimidazo(5,1-D)-1,2,3,5-tetrazine-8-carboxamide3,4-dihydro-3-Methyl-4-oxoimidazo(5,1-D)-as-tetrazine-8-carboxamide8-Carbamoyl-3-methylimidazo(5,1-D)-1,2,3,5-tetrazin-4(3H)-oneBRN 5547136CCRG 81045CCRG-81045CCRIS 8996m & b 39831M&B 39831MB 39831MethazolastoneNSC 362856Sch 52365TemodalTemodarTemozolodidaTemozolomidTemozolomidaTémozolomideTemozolomidumTMZ	Temozolomide
Temozolomide	Temozolomide
LevorfanolLevorfanoloLévorphanolLevorphanolLevorphanolum	Levorphanol
Levorphanol	Levorphanol
5-ALA5-Amino-4-oxopentanoate5-Amino-4-oxovaleric acid5-Aminolevulinate5-Aminolevulinic acidALAALA-PDTAminolevulinateAminolevulinic acidDALAdelta-ALAdelta-Aminolevulinic acid	Aminolevulinic acid
Aminolevulinic acid	Aminolevulinic acid
3-(4-Chlorophenoxy)-1,2-propanediol3-(P-Chlorophenoxy)-1,2-propanediol3-(P-Chlorophenoxy)propane-1,2-diolChlorphenesinChlorphénésineChlorphenesinumClorfenesinaGlycerol alpha-P-chlorophenyl etherP-Chlorophenyl-alpha-glyceryl ether	Chlorphenesin
Chlorphenesin	Chlorphenesin
(e)-N-(6,6-Dimethyl-2-hepten-4-ynyl)-N-methyl-1-naphthalene methanamine(e)-N-(6,6-Dimethyl-2-hepten-4-ynyl)-N-methyl-1-naphthalenemethylamineTerbinafinaTerbinafinum	Terbinafine
Terbinafine	Terbinafine
17beta-Hydroxy-2alpha-methyl-5alpha-androstan-3-one2alpha-MethyldihydrotestosteroneDihydro-2alpha-methyltestosteroneDromostanoloneDrostanolonaDrostanoloneDrostanolonumMedrosteronMedrotestronMetholone	Drostanolone
Drostanolone	Drostanolone
(+-)-Penicillamine2-amino-3-Mercapto-3-methylbutyric acid3,3-Dimethylcysteinebeta-MercaptovalineD,L-PenicillamineDL-3-MercaptovalineDL-beta-MercaptovalinePenicilaminaPenicillaminaPénicillaminePénicillaminePenicillaminumβ-Mercaptovaline 	Penicillamine
Penicillamine	Penicillamine
(11beta)-11,17,21-Trihydroxypregna-1,4-diene-3,20-dione1,4-Pregnadiene-11beta,17alpha,21-triol-3,20-dione1,4-Pregnadiene-3,20-dione-11beta,17alpha,21-triol3,20-dioxo-11beta,17alpha,21-Trihydroxy-1,4-pregnadienedelta-dehydrocortisoldelta-dehydrohydrocortisonedelta-hydrocortisonedelta(1)-Dehydrocortisoldelta(1)-Dehydrohydrocortisonedelta(1)-HydrocortisoneHydroretrocortineMetacortandralonePRDLPrednisolonaPrednisolonum	Prednisolone
Prednisolone	Prednisolone
2-(Hydroxy)-5-(2,4-difluorophenyl)benzoic acid2',4'-Difluoro-4-hydroxy-3-biphenylcarboxylic acid5-(2,4-Difluorophenyl)salicylic acidDiflunisalDiflunisalDiflunisalDiflunisalumDolobid	Diflunisal
Diflunisal	Diflunisal
2-{2-ethoxy-5-[(4-ethylpiperazin-1-yl)sulfonyl]phenyl}-5-methyl-7-propylimidazo[5,1-F][1,2,4]triazin-4(1H)-oneLevitraVardenafilVardénafilVardenafilVardenafilum	Vardenafil
Vardenafil	Vardenafil
RANRanitidinaRanitidinum	Ranitidine
Ranitidine	Ranitidine
(-)-FK 5068-DEETHYL-8-[but-3-enyl]-ascomycinFK 506FK506PrografTacrolimus anhydrous	Tacrolimus
Tacrolimus	Tacrolimus
(+)-benzphetamine(+)-N-Benzyl-N,alpha-dimethylphenethylamine(+)-N-benzyl-N,α-dimethylphenethylamine(+)-N,alpha-Dimethyl-N-(phenylmethyl)-benzeneethanamine(+)-N,α-dimethyl-N-(phenylmethyl)-benzeneethanamine(AlphaS)-N,alpha-dimethylphenethylamine(S)-(+)-benzphetamine(S)-(+)-N-Benzyl-N,alpha-dimethylphenethylamine(S)-(+)-N-benzyl-N,α-dimethylphenethylamine(S)-benzphetamineBenzaphetamineBenzfetaminaBenzfetamineBenzfetaminumBenzphetamineBenzylamphetamineD-N-Methyl-N-benzyl-beta-phenylisopropylamined-N-methyl-N-benzyl-β-phenylisopropylamineN-methyl-1-phenyl-N-(phenylmethyl)propan-2-amine	Benzphetamine
Benzphetamine	Benzphetamine
(RS)-1-(2-allylphenoxy)-3-(isopropylamino)propan-2-ol1-(2-Allylphenoxy)-3-isopropylamino-2-propanol1-(O-Allylphenoxy)-3-(isopropylamino)-2-propanolAlfeprolAlprenololAlprénolol AlprenololAlprenololumAprenololo	Alprenolol
Alprenolol	Alprenolol
DU-21220RitodrinaRitodrineRitodriniumYutopar	Ritodrine
Ritodrine	Ritodrine
2-[2-[2-[2-[2-[2-[2-[2-(2-Methoxyethoxy)ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethyl 4-butylaminobenzoate2,5,8,11,14,17,20,23,26-Nonaoxaoctacosan-28-yl P-(butylamino)benzoate3,6,9,12,15,18,21,24,27-Nonaoxaoctacosyl 4-butylaminobenzoate4-(Butylamino)benzoic acid 3,6,9,12,15,18,21,24,27-nonaoxaoctacos-1-yl esterBenzonatatBenzonatateBenzonatatoBenzonatatumBenzononatineNonaethyleneglycol monomethyl ether P-N-butylaminobenzoateP-Butylaminobenzoic acid omega-O-methylnonaethyleneglycol ester	Benzonatate
Benzonatate	Benzonatate
(4S-trans)-4-(ETHYLAMINO)-5,6-dihydro-6-methyl-4H-thieno(2,3-b)thiopyran-2-sulfonamide-7,7-dioxide(4S,6S)-4-Ethylamino-6-methyl-7,7-dioxo-4,5,6,7-tetrahydro-7lambda*6*-thieno[2,3-b]thiopyran-2-sulfonic acid amide(4S,trans)-4-(Ethylamino)-6-methyl-5,6-dihydro-4H-thieno[2,3-b]thiopyran-2-sulfonamide 7,7-dioxide4-Ethylamino-6-methyl-7,7-dioxo-4,5,6,7-tetrahydro-7lambda*6*-thieno[2,3-b]thiopyran-2-sulfonic acid amide4-Ethylamino-6-methyl-7,7-dioxo-4,5,6,7-tetrahydro-7lambda6-thieno[2,3-b]thiopyran-2-sulfonic acid amide4S,6S-DorzolamideDorzolamidDorzolamidaDorzolamideDorzolamidum	Dorzolamide
Dorzolamide	Dorzolamide
(+-)-2-(P-(2-Thenoyl)phenyl)propionic acid2-(4-(2-Thenoyl)phenyl)propionsaeure2-[4-(Thiophene-2-carbonyl)-phenyl]-propionic acid4-(2-Thenoyl)hydratropsaeurealpha-Methyl-4-(2-thienylcarbonyl)benzeneacetic acidP-2-Thenoylhydratropic acidPROFENALSuprofenSuprofèneSuprofeneSuprofenoSuprofenumSUTOPROFEN	Suprofen
Suprofen	Suprofen
TerbutalinTerbutalinaTerbutaline (sulfate de)Terbutalini sulfasTerbutalinsulfatTerbutalinum	Terbutaline
Terbutaline	Terbutaline
4'-((4,5-dihydro-2-Methylimidazo(4,5-D)(1)benzazepin-6(1H)-yl)carbonyl)-2-biphenylcarboxanilideConivaptan	Conivaptan
Conivaptan	Conivaptan
LoteprednolLoteprednolLoteprednolLoteprednolum	Loteprednol
Loteprednol	Loteprednol
Glyceryl guaiacolateguaiphenesinHustosilRobitussin	Guaifenesin
Guaifenesin	Guaifenesin
FlupenthixolFlupenthixoleFlupentixolFlupentixolFlupentixolFlupentixoloFlupentixolum	Flupentixol
Flupentixol	Flupentixol
(e)-2-Butyl-1-(P-carboxybenzyl)-alpha-2-thenylimidazole-5-acrylic acid(e)-3-[2-N-Butyl-1-{(4-carboxyphenyl)methyl}-1H-imidazol-5-yl]-2-(2-thienyl)methyl-2-propenoic acid(e)-Alpha{[2-butyl-1-[(4-carboxyphenyl)methyl]-1H-imidazole-5-yl]methylene}-2-thiopheneproprionic acidEprosartanÉprosartanEprosartanEprosartanum	Eprosartan
Eprosartan	Eprosartan
(-)-RapamycinRapamycin	Sirolimus
Sirolimus	Sirolimus
1,1'-Hexamethylene bis(5-(P-chlorophenyl)biguanide)ChlorhexidinChlorhexidineChlorhexidinumCloresidinaClorhexidinaN,N'-bis(4-chlorophenyl)-3,12-diimino-2,4,11,13-tetraazatetradecanediimidamide	Chlorhexidine
Chlorhexidine	Chlorhexidine
(-)-(2R,5S)-5-Fluoro-1-[2-(hydroxymethyl)-1,3-oxathiolan-5-yl]cytosine(-)-2'-Deoxy-5-fluoro-3'-thiacytidine(-)-beta-2',3'-Dideoxy-5-fluoro-3'-thiacytidine(-)-cis-4-amino-5-Fluoro-1-(2-hydroxymethyl-1,3-oxathiolan-5-yl)-(1H)-pyrimidin-2-one(-)-FTC(2R-cis)-4-amino-5-Fluoro-1-(2-(hydroxymethyl)-1,3-oxathiolan-5-yl)-2(1H)-pyrimidinone4-amino-5-Fluoro-1-((2R,5S)-2-(hydroxymethyl)-1,3-oxathiolan-5-yl)pyrimidin-2(1H)-one4-Amino-5-fluoro-1-((2R,5S)-2-hydroxymethyl-[1,3]oxathiolan-5-yl)-1H-pyrimidin-2-one5-Fluoro-1-((2R,5S)-2-(hydroxymethyl)-1,3-oxathiolan-5-yl)cytosineEmtricitabinEmtricitabinaEmtricitabineEmtricitabineEmtricitabinum	Emtricitabine
Emtricitabine	Emtricitabine
6-Chloro-1,1-dioxo-1,2-dihydro-1lambda*6*-benzo[1,2,4]thiadiazine-7-sulfonic acid amide6-chloro-7-Sulfamoyl-2H-1,2,4-benzothiadiazine 1,1-dioxideChlorothiazidChlorothiazideChlorothiazidumChlorthiazideClorotiazidaMechlozidUroflux	Chlorothiazide
Chlorothiazide	Chlorothiazide
QuinaprilQuinaprilum	Quinapril
Quinapril	Quinapril
ClomifeneClomifenoClomifenumClomiphene	Clomifene
Clomifene	Clomifene
1,4:3,6-Dianhydrosorbitol 2,5-dinitrateCarvasinCedocard retardD-Isosorbide dinitrateDianhydrosorbitol 2,5-dinitrateDinitrate d'isosorbideDinitrato de isosorbidaDinitroisosorbideDinitrosorbideFlindixISDNIsoketIsorbidIsordilIsosorbide 2,5-dinitrateIsosorbide dinitrateIsosorbidi dinitrasNitrosorbideSorbide nitrateSorbidilatSorbidnitrate	Isosorbide Dinitrate
Isosorbide Dinitrate	Isosorbide Dinitrate
Acide risédroniqeAcido risedronicoAcidum risedronicumRidronRisedronateRisedronic acidRisedronsäure	Risedronate
Risedronate	Risedronate
Pemirolast PemirolastPemirolastPemirolastumPemirox	Pemirolast
Pemirolast	Pemirolast
Omapatrilat	Omapatrilat
3-(Aminosulfonyl)-5-(butylamino)-4-phenoxybenzoic acid3-Butylamino-4-(phenoxy)-5-sulfamoylbenzoic acid3-Butylamino-4-phenoxy-5-sulfamoyl-benzoic acid3-Butylamino-4-phenoxy-5-sulfamoylbenzoic acidBumetanidaBumetanidum	Bumetanide
Bumetanide	Bumetanide
2,2'-dichloro-N-methyldiethylaminebeta,Beta'-dichlorodiethyl-N-methylamineBis(2-chloroethyl)methylamineBis(beta-chloroethyl)methylamineChlormethineMechlorethamineMethylbis(2-chloroethyl)amineMethylbis(beta-chloroethyl)amineMustineN-methyl-bis(2-chloroethyl)amineN-Methyl-bis(beta-chloroethyl)amineNitrogen mustardβ,β'-dichlorodiethyl-N-methylamine	Mechlorethamine
Mechlorethamine	Mechlorethamine
BRL-43694GranisetronGranisetronumSancusoSID90340785	Granisetron
Granisetron	Granisetron
DehydrostilbestrolDienestrolDiènestrolDienestrolDienestrolumDV	Dienestrol
Dienestrol	Dienestrol
2-(P-Aminobenzenesulphonamido)pyridine2-Sulfanilamidopyridin2-Sulfanilamidopyridine2-Sulfanilylaminopyridine2-Sulfapyridine4-(2-Pyridinylsulfonyl)aniline4-[(2-Pyridylamino)sulfonyl]aniline4-Amino-N-pyridin-2-yl-benzenesulfonamide4-Amino-N,2-pyridinylbenzenesulfonamideN-2-PyridylsulfanilamideN(1)-2-PyridylsulfanilamideN(1)-PyridylsulfanilamideSolfapiridinaStreptosilpyridineSulfapiridinaSulfapyridinSulfapyridineSulfapyridinumSulphapyridine	Sulfapyridine
Sulfapyridine	Sulfapyridine
4-Amino-3-butoxy-2-(diethylamino)ethyl ester benzoic acid4-Amino-3-butoxy-benzoic acid 2-diethylamino-ethyl ester4-Amino-3-N-butoxy-benzoesaeure-diaethylaminoaethylesterBenoxilBenoxinateBNXButoxyaminobenzoyldiethylaminoethanolOxibuprocainaOxybucaineOxybuprocainumOxyriprocaine	Oxybuprocaine
Oxybuprocaine	Oxybuprocaine
DexferrumDextran iron	Iron Dextran
Iron Dextran	Iron Dextran
(4AS,4br,10ar,10bs,12as)-10a,12a-dimethyl-3,4,4a,5,6,10a,10b,11,12,12a-decahydro-2H-naphtho[2,1-F]chromene-2,8(4bh)-dione1-Dehydrotestololactone1,2-Didehydrotestololactone13-Hydroxy-3-oxo-13,17-secoandrosta-1,4-dien-17-oic acid delta-lactoneD-Homo-17a-oxaandrosta-1,4-diene-3,17-dionedelta(1)-TestololactoneTeslacTestolactonaTestolactoneTestolactonumTestolattone	Testolactone
Testolactone	Testolactone
benzylpenicilloyl G polylysineBenzylpenicilloyl-polylysinePenicilloyl polylysinePenicilloyl-polylysine	Benzylpenicilloyl Polylysine
Benzylpenicilloyl Polylysine	Benzylpenicilloyl Polylysine
Rimexolone	Rimexolone
HalcionTriazolamTriazolamTriazolamTriazolamum	Triazolam
Triazolam	Triazolam
[CH2Me(OH)][OEtH]1-HydroxyethaneAethanolAethylalkoholAlcoholAlcohol etílicoAlcool éthyliqueAlkoholC2H5OHDehydrated ethanolEtanolEthanolEthyl AlcoholEtOHHydroxyethaneMethylcarbinolSpiritus vini	Ethanol
Ethanol	Ethanol
REMIFENTANILRemifentanyl	Remifentanil
Remifentanil	Remifentanil
2,3-Dideoxyinosine9-((2R,5S)-5-(Hydroxymethyl)-tetrahydrofuran-2-yl)-1H-purin-6(9H)-one9-((2R,5S)-5-Hydroxymethyl-tetrahydro-furan-2-yl)-1,9-dihydro-purin-6-one9-((2S,5R)-5-Hydroxymethyl-tetrahydro-furan-2-yl)-9H-purin-6-ol9-[(2R,5S)-5-(Hydroxymethyl)tetrahydrofuran-2-yl]-1,9-dihydro-6H-purin-6-oneDDIDdInoDidanosinaDidanosineDidanosinumDideoxyinosine	Didanosine
Didanosine	Didanosine
Bitolterol MesylateBitolterolum	Bitolterol
Bitolterol	Bitolterol
MethdilazinumMetodilazinaTacaryl	Methdilazine
Methdilazine	Methdilazine
(2,3-Dichloro-4-(2-methylene-1-oxobutyl)phenoxy)acetic acidAcide etacryniqueAcido etacrinicoAcidum etacrynicumCrinurylEdecrilEdecrinaEndecrilEtacrinic acidEtacrynic acidEtakrinic acidEthacryinic AcidEthacrynateEthacrynic acidHidromedinHydromedinMethylenebutyrylphenoxyacetic acidMingitOtacrilReomaxTaladrenUregit	Ethacrynic acid
Ethacrynic acid	Ethacrynic acid
Zofran odt	Ondansetron
Ondansetron	Ondansetron
(Z)-7-((1R,2R,3R,5S)-3,5-Dihydroxy-2-((1e,3S)-3-hydroxy-5-phenyl-1-pentenyl)cyclopentyl)-N-ethyl-5-heptenamideBimatoprostum	Bimatoprost
Bimatoprost	Bimatoprost
GabitrilTiagabinaTiagabinum	Tiagabine
Tiagabine	Tiagabine
